"","geneID","Dauer-SRS004859","Dauer-SRS269390","Dauer-SRS269389","Dauer-SRS269391","L1-SRS003005","L1-SRS151153","L2-SRS001788","L2-SRS174229","L3-SRS001790","L3-SRS150938","L4-SRS001791","L4-SRS004864","L4_male-SRS003000","L4_male-SRS174140","YA-SRS001789","YA-SRS178501","EE_028-SRS311761","EE_028-SRS931097","EE_118-SRS931098","EE_118-SRS931099","EE_199-SRS931095","EE_378-SRS932422","EE_467-SRS932420","EE_574-SRS932425","EE_674-SRS932432","EE_674-SRS932431","EE_285-SRS932437","EE_199-SRS932475","EE_285-SRS932477","EE_378-SRS932479","EE_467-SRS932481","EE_574-SRS932483","DauerEntry-SRS004860","DauerEntry-SRS269109","DauerEntry-SRS174141","DauerEntry-SRS269110","DauerExit-SRS151144","DauerExit-SRS269108","DauerExit-SRS269111","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"57","WBGene00009687",0.0359418153765268,0,0,0,0,0,0.0307510148142399,0,0,0.0181172161419033,0,0,0.210172584268435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175190609573098,0,0,0,0,0,0,0,"F44D12.10","F44D12.10","C2H2-type domain-containing protein","Zinc finger, RING/FYVE/PHD-type, Zinc finger C2H2-type, Zinc finger, RING-type, eukaryotic",NA,NA,NA,NA,NA,NA,NA,NA
"58","WBGene00009750",0,0,0.0202093572193654,0.0163484009024187,0.743512157524173,0.028224960727084,0,0,0,0,0,0,0.0350287640447392,0.0828176108171063,0,0,0,0,0.127615992249115,0.0561647433237531,0.0538747327341852,0,0,0.0640625127124049,0.0719174767091656,0.0716391187987209,0,0,0,0,0.111127175161654,0.0875953047865491,0,0,0,0,0,0,0,"F46A8.7","F46A8.7","","",NA,NA,NA,NA,NA,NA,NA,NA
"59","WBGene00009913",0,0,0.0404187144387309,0,0,0,0.0307510148142399,0,0,0,0,0,0,0,0,0,0.237049567301572,0,0,0,0,0.220534107143408,0,0.192187538137215,0.215752430127497,0.143278237597442,0.106302686268882,0,0,0,0.222254350323308,0.350381219146196,0,0,0.041814010528517,0,0,0,0,"F49H6.12","F49H6.12","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"60","WBGene00010249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052290069749724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F58D12.1","F58D12.1","","",NA,NA,NA,NA,NA,NA,NA,NA
"61","WBGene00010270",0.0718836307530536,0,0,0,0,0,0.0922530444427196,0,0.164573896991799,0,0,0.21439855224376,0.105086292134217,0,0,0.0461264059097889,0,0,0,0,0,0,0,0.12812502542481,0,0.358195593993604,0,0,0,0,0,0,0.0359045245553377,0,0,0,0,0,0,"F58G1.8","F58G1.8","EFG_III domain-containing protein","EF-G domain III/V-like, Elongation Factor G, domain II",NA,NA,NA,NA,NA,NA,NA,NA
"62","WBGene00010377",0,0,0,0,0,0.014112480363542,0,0,0,0,0,0,0,0.124226416225659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nspa-1","H12D21.1","Nematode Specific Peptide family, group A","","CBG30040 | WBGene00270986",73.5294,NA,NA,"CRE01691 | WBGene00078007",82.3529,NA,NA
"63","WBGene00010379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H12D21.3","H12D21.3","","",NA,NA,NA,NA,NA,NA,NA,NA
"64","WBGene00010399",0,0,0.0202093572193654,0,0,0,0.0922530444427196,0.150139532174226,0,0,0,0,0,0.0828176108171063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061245219427841,"clec-13","H16D19.1","C-type LECtin","CUB domain, C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold, C-type lectin, conserved site, Spermadhesin, CUB domain superfamily","CBG10309 | WBGene00031718",41.8886,"Cbn-clec-9.1 | WBGene00161973",43.0993,NA,NA,NA,NA
"65","WBGene00010404",0.0359418153765268,0,0,0.0163484009024187,0,0,0.0307510148142399,0,0,0,0,0,0.0350287640447392,0,0,0,0.118524783650786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,0.359045245553377,0.0642899900292654,0,0,0,0,0,"H19J13.2","H19J13.2","Ovule protein","Protein of unknown function DUF5354","CBG22676 | WBGene00041189",50.5263,"Cbn-droe-4.2 | WBGene00158646",48.4211,"CRE05457 | WBGene00052949",54.7368,"CJA34950 | WBGene00210797",35.7895
"66","WBGene00010412",0,0,0,0,0,0,0.12300405925696,0,0,0,0,0,0,0,0,0,0,0,0,0.112329486647506,0.10774946546837,0,0.219830192900261,0,0.143834953418331,0.286556475194883,0.106302686268882,0.188110654211233,0,0,0.111127175161654,0.350381219146196,0,0,0,0,0,0,0,"H25K10.2","H25K10.2","","",NA,NA,NA,NA,NA,NA,NA,NA
"67","WBGene00010417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640625127124049,0,0,0,0,0,0,0,0.175190609573098,0,0,0,0,0,0,0,"clpr-3","H25P06.4","Calpain catalytic domain-containing protein","Peptidase C2, calpain, catalytic domain, Peptidase C2, calpain family, Papain-like cysteine peptidase superfamily",NA,NA,"CBN32331 | WBGene00194296",18.8312,"CRE04401 | WBGene00061089",23.7013,NA,NA
"68","WBGene00010523",0,0,0,0,0.0148702431504835,0.014112480363542,0.0307510148142399,0,0.0411434742479498,0.0181172161419033,0,0,0,0,0,0,0.237049567301572,0,0.127615992249115,0,0.10774946546837,0.147022738095606,0,0,0.215752430127497,0,0,0,0,0,0,0.525571828719294,0.0359045245553377,0,0,0,0,0,0,"K03B8.4","K03B8.4","","",NA,NA,NA,NA,NA,NA,NA,NA
"69","WBGene00010635",0.0718836307530536,0,0,0,0.0297404863009669,0.14112480363542,0.0615020296284798,0,0,0,0.074974675429007,0,0,0.0414088054085531,0.175158619266642,0,0.237049567301572,0.052290069749724,0,0,0,0,0.0732767309667538,0.448437588986834,0,0,0,0,0,0.256872660130884,0,0,0.0359045245553377,0,0.041814010528517,0,0,0,0,"K07F5.7","K07F5.7","Major sperm protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","CBG18456 | WBGene00037875",76.8657,"CBN04207 | WBGene00142932",74.6269,"CRE10399 | WBGene00064988",76.1194,"CJA04236 | WBGene00123439",73.8806
"70","WBGene00010817",0,0,0,0,0.0148702431504835,0,0,0,0,0,0,0,0,0,0,0,0.118524783650786,0,0,0,0,0.0735113690478028,0.219830192900261,0.12812502542481,0.0719174767091656,0,0,0,0,0,0,0,0,0,0,0.0348961748069439,0,0,0,"M01G12.2","M01G12.2","SERPIN domain-containing protein","Serpin, conserved site, Serpin domain, Serpin superfamily, Serpin superfamily, domain 2",NA,NA,"CBN07045 | WBGene00145770",19.171,"CRE28617 | WBGene00055983",35.7513,NA,NA
"71","WBGene00010820",0,0,0,0,0,0.028224960727084,0.0615020296284798,0,0,0,0,0,0,0,0,0,0,0.104580139499448,0,0.112329486647506,0,0,0.146553461933508,0.25625005084962,0.215752430127497,0.0716391187987209,0,0,0,0,0,0.0875953047865491,0,0,0,0.0348961748069439,0,0.0489835904971834,0,"M01G12.6","M01G12.6","G_PROTEIN_RECEP_F1_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"72","WBGene00010823",0,0,0,0.049045202707256,0.0148702431504835,0.014112480363542,0.12300405925696,0.050046510724742,0.0411434742479498,0,0,0,0,0,0,0,0,0,0,0,0,0.0735113690478028,0.439660385800523,0.12812502542481,0,0.143278237597442,0,0,0,0,0,0.437976523932745,0.0359045245553377,0,0,0,0,0,0,"M01G12.10","M01G12.10","Signal peptide-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"73","WBGene00011170",0,0,0.0808374288774618,0.0163484009024187,0.0297404863009669,0,0.153755074071199,0.050046510724742,0,0.0181172161419033,0,0,0,0,0.131368964449982,0,0.118524783650786,0,0,0,0,0,0,0,0.143834953418331,0,0,0,0,0,0,0,0.0718090491106754,0,0,0,0.126211838746202,0.0489835904971834,0.061245219427841,"R09D1.14","R09D1.14","GH18 domain-containing protein","Glycoside hydrolase family 18, catalytic domain, Glycoside hydrolase superfamily","CBG02716 | WBGene00025721",34,"Cbn-chil-11 | WBGene00191172",32.6667,"CRE01663 | WBGene00077993",35.3333,NA,NA
"74","WBGene00011416",0,0,0,0,0.0297404863009669,0,0.0307510148142399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T04A11.1","T04A11.1","Phenazine biosynthesis-like domain-containing protein","Phenazine biosynthesis PhzF protein","CBG03343 | WBGene00026221",88.785,"CBN07804 | WBGene00146529",91.9003,"CRE22218 | WBGene00074445",90.3427,"CJA17099 | WBGene00136304",78.5047
"75","WBGene00011417",0,0,0,0,0.0297404863009669,0,0,0,0,0,0,0,0,0,0,0,0.118524783650786,0,0,0,0,0,0,0,0.0719174767091656,0,0,0,0,0,0,0.0875953047865491,0,0,0,0.0697923496138878,0,0,0,"T04A11.2","T04A11.2","Phenazine biosynthesis-like domain-containing protein 1","Phenazine biosynthesis PhzF protein","CBG03344 | WBGene00026222",81.962,"CBN29488 | WBGene00191453",83.2279,"CRE29947 | WBGene00065723",82.5949,NA,NA
"76","WBGene00011419",0,0,0,0.0163484009024187,0.0446107294514504,0.028224960727084,0,0.050046510724742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106302686268882,0,0,0,0,0,0,0,0,0,0,0,0.0306226097139205,"T04A11.4","T04A11.4","Phenazine biosynthesis-like domain-containing protein","Phenazine biosynthesis PhzF protein","CBG03343 | WBGene00026221",88.785,"CBN07804 | WBGene00146529",91.9003,"CRE22218 | WBGene00074445",90.3427,"CJA17099 | WBGene00136304",78.5047
"77","WBGene00011420",0,0,0.0606280716580963,0.0163484009024187,0,0.014112480363542,0,0.050046510724742,0,0,0,0,0,0,0,0,0,0.052290069749724,0,0,0,0,0,0,0,0.0716391187987209,0,0,0,0,0,0,0.0359045245553377,0.257159960117062,0,0.279169398455551,0,0,0,"T04A11.5","T04A11.5","Phenazine biosynthesis-like domain-containing protein 1","Phenazine biosynthesis PhzF protein","CBG03344 | WBGene00026222",81.962,"CBN29488 | WBGene00191453",83.2279,"CRE29947 | WBGene00065723",82.5949,NA,NA
"78","WBGene00011577",0.0718836307530536,0,0,0,0,0,0.184506088885439,0,0.576008639471297,0,0,0,0.0350287640447392,0,0.0437896548166606,0,0,0.104580139499448,0.127615992249115,0,0,0,0,0,0,0,0,0,0,0,0,0.350381219146196,0,0,0.041814010528517,0,0,0,0.061245219427841,"fipr-12","T07C12.13","FIP (Fungus-Induced Protein) Related","","CBG19399 | WBGene00038631",85.1351,"CBN04347 | WBGene00143072",85.1351,"CRE23261 | WBGene00067639",85.1351,"CJA31007 | WBGene00206854",72.973
"79","WBGene00011584",0,0,0,0,0.0148702431504835,0,0.0922530444427196,0.050046510724742,0.0411434742479498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143834953418331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clec-15","T07D10.4","C-type LECtin","CUB domain, C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold, C-type lectin, conserved site, Spermadhesin, CUB domain superfamily","CBG10309 | WBGene00031718",41.8886,"Cbn-clec-9.1 | WBGene00161973",43.0993,NA,NA,NA,NA
"80","WBGene00011626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143278237597442,0,0,0,0,0,0,0,0,0,0,0,0,0,"T08G5.7","T08G5.7","C2H2-type domain-containing protein","Zinc finger C2H2-type",NA,NA,NA,NA,"CRE16263 | WBGene00068415",29.2373,"CJA22301 | WBGene00177873",19.0678
"81","WBGene00011751",0,0,0.0202093572193654,0,0.0148702431504835,0,0.184506088885439,0,0,0,0,0,0,0,0,0,0.118524783650786,0,0,0,0,0.147022738095606,0,0.192187538137215,0,0.286556475194883,0,0,0,0,0.111127175161654,0.437976523932745,0,0,0,0,0,0,0.0306226097139205,"T13F3.4","T13F3.4","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00775 | WBGene00024112",39.0728,"CBN26012 | WBGene00164737",37.7483,"CRE05798 | WBGene00053178",41.0596,NA,NA
"82","WBGene00011943",0.0359418153765268,0,0.121256143316193,0.147135608121768,0.0297404863009669,0.028224960727084,0,0,0,0.0181172161419033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143834953418331,0.143278237597442,0,0,0.168743306163974,0,0,0.175190609573098,0.0359045245553377,0,0,0.139584699227776,0.126211838746202,0.14695077149155,0.0306226097139205,"T23D5.8","T23D5.8","Transmembrane protein","7TM GPCR, serpentine receptor class r (Str)","Cbr-str-9 | WBGene00032661",59.7403,NA,NA,"Cre-str-9 | WBGene00064813",58.4416,"CJA07741 | WBGene00126945",22.0779
"83","WBGene00012057",0,0,0,0,0,0,0.0307510148142399,0,0,0,0,0,0,0,0,0,0,0.052290069749724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,0,0,0,0,0,0,0,"T26F2.1","T26F2.1","Glyco_hydro_19_cat domain-containing protein","Glycoside hydrolase, family 19, catalytic, Lysozyme-like domain superfamily","CBG10473 | WBGene00031857",72.0879,NA,NA,NA,NA,NA,NA
"84","WBGene00012075",0,0,0,0.0326968018048373,0,0,0.0615020296284798,0,0,0,0,0,0,0,0,0,0.237049567301572,0.104580139499448,0,0.561647433237531,0,0.0735113690478028,0,0,0.215752430127497,0,0,0.188110654211233,0,0,0,0.175190609573098,0,0,0.041814010528517,0,0,0,0,"T27A8.3","T27A8.3","","Creatinase/aminopeptidase-like, Winged helix-like DNA-binding domain superfamily, Winged helix DNA-binding domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"85","WBGene00012146",0,0,0,0,0,0,0.0307510148142399,0,0,0,0,0,0,0,0,0,0,0.104580139499448,0,0,0.10774946546837,0,0,0,0,0.0716391187987209,0.106302686268882,0.188110654211233,0,0.256872660130884,0,0.0875953047865491,0,0,0,0,0,0,0,"VB0393L.2","VB0393L.2","","",NA,NA,NA,NA,NA,NA,NA,NA
"86","WBGene00012264",0,0,0.0606280716580963,0.0653936036096746,0,0.028224960727084,0,0,0,0.0181172161419033,0,0,0,0,0,0,0.474099134603145,0.052290069749724,0,0,0,0,0.146553461933508,0.192187538137215,0.143834953418331,0,0.106302686268882,0,0,0,0,0,0,0,0,0.0348961748069439,0,0,0,"W04G5.3","W04G5.3","","",NA,NA,NA,NA,NA,NA,NA,NA
"87","WBGene00012303",0,0,0,0,0,0.014112480363542,0.153755074071199,0,0.0822869484958995,0.0181172161419033,0,0.042879710448752,0,0,0.0875793096333212,0,0.118524783650786,0,0,0.0561647433237531,0,0.294045476191211,0,0.0640625127124049,0.215752430127497,0.0716391187987209,0,0,0,0.256872660130884,0,0.262785914359647,0,0,0,0,0,0,0,"W06D11.5","W06D11.5","","",NA,NA,NA,NA,NA,NA,NA,NA
"88","WBGene00012309",0,0,0.22230292941302,0.049045202707256,0,0,0.0615020296284798,0,0,0,0,0,0,0,0,0,0,0.052290069749724,0.0638079961245576,0,0.10774946546837,0,0.0732767309667538,0.0640625127124049,0,0.286556475194883,0,0.0940553271056166,0,0,0,0.175190609573098,0,0,0.041814010528517,0.0697923496138878,0.252423677492403,0,0.0306226097139205,"W06G6.2","W06G6.2","Transcriptional regulator","",NA,NA,NA,NA,NA,NA,NA,NA
"89","WBGene00012313",0.0718836307530536,0,0.101046786096827,0.294271216243536,0,0,0.0615020296284798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719174767091656,0,0,0,0,0,0,0,0.0718090491106754,0.128579980058531,0.250884063171102,0.244273223648607,0.126211838746202,0.0489835904971834,0,"W06G6.11","W06G6.11","CYSTM domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"90","WBGene00012314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041814010528517,0,0,0,0,"W06G6.12","W06G6.12","DUF5709 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"91","WBGene00012489",0,0.222607481570327,0,0,0.0297404863009669,0,0.0922530444427196,0,0.0822869484958995,0.0724688645676133,0.074974675429007,0.042879710448752,0.0350287640447392,0.0828176108171063,0,0.0461264059097889,0,0.052290069749724,0.0638079961245576,0,0,0.0735113690478028,0.146553461933508,0,0.215752430127497,0,0,0.28216598131685,0.0843716530819868,0,0,0.175190609573098,0,0,0,0,0,0,0.061245219427841,"Y19D2B.1","Y19D2B.1","Tubulin_C domain-containing protein","Tubulin, Alpha tubulin, Tubulin/FtsZ, C-terminal, Tubulin, C-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"92","WBGene00012579",0,0,0,0,0,0.014112480363542,0.0615020296284798,0,0,0,0,0,0.175143820223696,0.0414088054085531,0,0,0,0.209160278998896,0,0.280823716618766,0,0.0735113690478028,0.0732767309667538,0,0,0.143278237597442,0,0,0,0,0,0.262785914359647,0,0,0,0,0,0,0,"Y38E10A.1","Y38E10A.1","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"93","WBGene00012742",0,0,0.0808374288774618,0.179832409926605,0,0,0.0307510148142399,0,0,0,0,0,0.0350287640447392,0.0414088054085531,0.0437896548166606,0,0,0,0,0,0,0,0.146553461933508,0,0.0719174767091656,0.0716391187987209,0,0,0,0,0,0,0,0.0642899900292654,0,0.0348961748069439,0.126211838746202,0.0979671809943669,0.275603487425285,"Y40H7A.2","Y40H7A.2","Methyltransf_21 domain-containing protein","Methyltransferase domain, Probable methyltransferase-like protein 24, Methyltransferase FkbM","CBG13744 | WBGene00034458",75,"CBN28692 | WBGene00190657",80,"CRE11614 | WBGene00080196",20,"CJA34001 | WBGene00209848",68.6364
"94","WBGene00012771",0,0,0,0,0,0.014112480363542,0.12300405925696,0,0,0,0,0.0857594208975041,0,0,0,0,0.474099134603145,0,0,0.112329486647506,0.0538747327341852,0,0.0732767309667538,0,0.287669906836662,0,0,0.0940553271056166,0,0,0.222254350323308,0.350381219146196,0,0,0,0,0,0.0979671809943669,0,"Y41E3.13","Y41E3.13","Phage protein","",NA,NA,NA,NA,NA,NA,NA,NA
"95","WBGene00012789",0,0,0,0,0,0,0.0307510148142399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716391187987209,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y43D4A.3","Y43D4A.3","MFS domain-containing protein","MFS transporter superfamily","CBG23388 | WBGene00041753",82.7778,"CBN01886 | WBGene00140611",82.2222,"CRE27365 | WBGene00052434",81.1111,"CJA04177 | WBGene00123383",75
"96","WBGene00012790",0,0,0,0.0653936036096746,0,0.014112480363542,0,0,0,0,0,0,0,0.124226416225659,0.0437896548166606,0.0461264059097889,0,0.209160278998896,0,0,0.10774946546837,0,0,0.0640625127124049,0,0.0716391187987209,0,0,0,0,0.222254350323308,0,0,0,0,0.104688524420832,0,0,0,"Y43D4A.4","Y43D4A.4","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","CBG23388 | WBGene00041753",84.9829,"CBN01886 | WBGene00140611",84.3003,"CRE27365 | WBGene00052434",82.9352,"CJA04177 | WBGene00123383",76.1092
"97","WBGene00012836",0,0,0,0,0,0.014112480363542,0.0615020296284798,0,0,0,0,0.042879710448752,0.595488988760566,0.124226416225659,0,0,0,0.052290069749724,0.127615992249115,0.0561647433237531,0,0.0735113690478028,0.146553461933508,0,0,0,0,0,0,0,0,0.0875953047865491,0.0359045245553377,0,0,0,0,0,0,"Y43F8C.15","Y43F8C.15","","",NA,NA,NA,NA,NA,NA,NA,NA
"98","WBGene00012841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382847976747345,0.0561647433237531,0.10774946546837,0,0,0,0,0,0.106302686268882,0,0,0,0,0,0,0,0,0,0,0,0,"Y43F11A.1","Y43F11A.1","","","CBG21012 | WBGene00039898",41.2698,"CBN20068 | WBGene00158793",35.4497,"CRE06642 | WBGene00079264",38.0952,NA,NA
"99","WBGene00012844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118524783650786,0.104580139499448,0.51046396899646,0.561647433237531,0.10774946546837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y43F11A.4","Y43F11A.4","","","CBG21012 | WBGene00039898",41.2698,"CBN20068 | WBGene00158793",35.4497,"CRE06642 | WBGene00079264",38.0952,NA,NA
"100","WBGene00012945",0,0,0,0,0,0.014112480363542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,0,0,0,0,0,0,0,"Y47H9A.1","Y47H9A.1","","Peptide N glycanase, PAW domain, Galactose-binding-like domain superfamily, PAW domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"101","WBGene00013062",0,0.222607481570327,0,0.0163484009024187,0,0,0.0307510148142399,0,0,0.0724688645676133,0,0.042879710448752,0.280230112357913,0.165635221634213,0,0.0461264059097889,0,0.156870209249172,0,0,0,0,0,0,0,0.0716391187987209,0,0,0.0843716530819868,0,0,0.0875953047865491,0,0,0,0,0,0,0,"Y51A2A.6","Y51A2A.6","C-type lectin domain-containing protein","C-type lectin fold",NA,NA,NA,NA,NA,NA,NA,NA
"102","WBGene00013063",0,0,0.0808374288774618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126211838746202,0.0489835904971834,0.061245219427841,"clec-249","Y51A2A.7","C-type LECtin","",NA,NA,NA,NA,NA,NA,NA,NA
"103","WBGene00013064",0,0,0.0404187144387309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697923496138878,0,0,0,"clec-248","Y51A2A.11","C-type LECtin","",NA,NA,NA,NA,NA,NA,NA,NA
"104","WBGene00013067",0,0,0,0,0,0.042337441090626,0.12300405925696,0,0,0,0,0,0,0,0,0,0.237049567301572,0,0,0,0,0.294045476191211,0.293106923867015,0.25625005084962,0,0.0716391187987209,0,0,0,0,0,0,0,0,0,0,0,0,0,"nhr-288","Y51A2B.3","NR LBD domain-containing protein","Nuclear hormone receptor, ligand-binding domain, Nuclear hormone receptor-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"105","WBGene00013102",0,0,0,0,0,0,0.0307510148142399,0,0,0,0.074974675429007,0,0.0350287640447392,0,0,0,0,0.052290069749724,0.127615992249115,0,0,0,0.0732767309667538,0,0.287669906836662,0,0,0.0940553271056166,0,0,0,0.0875953047865491,0,0,0,0,0,0,0,"Y51H4A.6","Y51H4A.6","","",NA,NA,NA,NA,NA,NA,NA,NA
"106","WBGene00013172",0,0,0.0404187144387309,0,0.0148702431504835,0,0,0,0,0,0.074974675429007,0,0,0,0,0,0.237049567301572,0.052290069749724,0.127615992249115,0.112329486647506,0,0.147022738095606,0,0.320312563562024,0.215752430127497,0.143278237597442,0,0.376221308422466,0,0,0.111127175161654,0,0,0,0,0,0,0,0,"Y53F4B.26","Y53F4B.26","C2H2-type domain-containing protein","","CBG05784 | WBGene00028170",6.57895,NA,NA,"CRE25813 | WBGene00063830",3.28947,"CJA34626 | WBGene00210473",1.97368
"107","WBGene00013184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735113690478028,0.146553461933508,0,0.0719174767091656,0.0716391187987209,0,0,0,0,0,0.0875953047865491,0,0,0,0,0,0,0,"clpr-4","Y53H1B.6","Calpain catalytic domain-containing protein","Peptidase C2, calpain, catalytic domain, Peptidase C2, calpain family, Papain-like cysteine peptidase superfamily",NA,NA,"CBN32331 | WBGene00194296",18.8312,"CRE04401 | WBGene00061089",23.7013,NA,NA
"108","WBGene00013371",0,0,0,0.0326968018048373,0,0.014112480363542,0.215257103699679,0,0,0,0.074974675429007,0,0.0350287640447392,0,0.0437896548166606,0,0.237049567301572,0.104580139499448,0,0,0.10774946546837,0.147022738095606,0,0,0.143834953418331,0,0,0,0,0,0.222254350323308,0.350381219146196,0,0,0,0,0,0,0,"Y60A9A.1","Y60A9A.1","","",NA,NA,"CBN22544 | WBGene00161269",52.8846,NA,NA,NA,NA
"109","WBGene00013491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437896548166606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y70C5B.1","Y70C5B.1","Rep_fac-A_C domain-containing protein","",NA,NA,"CBN14996 | WBGene00153721",30.5882,"CRE12374 | WBGene00067975",38.8235,NA,NA
"110","WBGene00013570",0,0,0.0202093572193654,0.0653936036096746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146553461933508,0,0,0,0,0,0,0,0,0,0.0359045245553377,0.0642899900292654,0.0836280210570339,0.348961748069439,0,0.0489835904971834,0.0918678291417616,"Y75B12B.8","Y75B12B.8","Secreted protein","","CBG05720 | WBGene00028115",23.4513,"CBN18978 | WBGene00157703",21.6814,"CRE24688 | WBGene00067101",26.5487,NA,NA
"111","WBGene00013572",0,0,0.0404187144387309,0,0,0,0.0615020296284798,0,0,0,0,0,0,0,0,0,0,0,0.191423988373673,0,0,0,0,0,0.431504860254993,0.358195593993604,0,0,0,0,0,0.0875953047865491,0,0,0,0.0348961748069439,0,0,0,"Y75B12B.10","Y75B12B.10","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class w (Srw)","CBG17086 | WBGene00036842",26.3158,NA,NA,"CRE19846 | WBGene00065791",19.5906,NA,NA
"112","WBGene00013616",0,0,0,0.0326968018048373,0,0,0.0615020296284798,0,0,0,0,0,0,0,0,0,0.237049567301572,0,0,0,0,0,0,0.384375076274429,0.143834953418331,0.143278237597442,0,0,0,0,0,0,0,0,0,0,0,0,0,"fbxa-148","Y102A5C.9","F-box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"113","WBGene00013619",0,0,0,0.0326968018048373,0,0,0.0307510148142399,0,0.0411434742479498,0.0181172161419033,0,0,0,0.0414088054085531,0,0,0,0,0.127615992249115,0.112329486647506,0,0,0,0.12812502542481,0.143834953418331,0.143278237597442,0,0,0,0,0,0,0,0,0,0.0348961748069439,0,0,0,"fbxa-112","Y102A5C.13","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224",NA,NA,NA,NA,NA,NA,NA,NA
"114","WBGene00013628",0.0718836307530536,0,0.181884214974289,0.0980904054145119,0,0,0.0307510148142399,0,0.0411434742479498,0,0,0,0.0350287640447392,0,0,0,0,0,0,0,0,0.147022738095606,0.366383654833769,0.25625005084962,0,0,0,0,0,0,0.222254350323308,0.437976523932745,0,0,0,0,0,0.0979671809943669,0,"Y102A5C.27","Y102A5C.27","","",NA,NA,NA,NA,NA,NA,NA,NA
