"","geneID","EE-SRS266838","L4-SRS266839","YA_female-SRS266840","YA_male-SRS266841","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"2641","WBGene00149532",0,0.733726037204665,0.134440116070219,0,"CBN10807","CBN10807","SH3 domain-containing protein","SH3 domain, SH3-like domain superfamily",NA,NA,"CBG25041 | WBGene00043007",38.8889,NA,NA,"CJA12176 | WBGene00131380",54.7009
"2642","WBGene00149540",0,0,0,0,"Cbn-hpo-36.2","CBN10815","Fibronectin type-III domain-containing protein","","hpo-36 | WBGene00020855",84.106,"Cbr-hpo-36 | WBGene00028910",80.7947,"Cre-hpo-36 | WBGene00062185",88.7417,"Cjp-hpo-36 | WBGene00122017",39.8675
"2643","WBGene00149541",0.0579297768872298,0,0,0,"CBN10816","CBN10816","TFIIS-type domain-containing protein","Zinc finger, TFIIS-type, DNA-directed RNA polymerase, M/15kDa subunit, DNA-directed RNA polymerase subunit/transcription factor S, DNA-directed RNA polymerase M, 15kDa subunit, conserved site, Pol II subunit B9, C-terminal zinc ribbon","rpb-9 | WBGene00022400",78.0822,"Cbr-rpb-9 | WBGene00032514",80.137,"Cre-rpb-9 | WBGene00052965",78.7671,"Cjp-rpb-9 | WBGene00183782",73.9726
"2644","WBGene00149542",0.550332880428683,0.0586980829763732,0.0672200580351093,0,"CBN10817","CBN10817","MATH domain-containing protein","MATH/TRAF domain, TRAF-like",NA,NA,NA,NA,"CRE21361 | WBGene00060802",34.6154,NA,NA
"2645","WBGene00149543",0,0.117396165952746,0,0,"CBN10818","CBN10818","L51_S25_CI-B8 domain-containing protein","Thioredoxin-like superfamily","T09A5.5 | WBGene00011634",94.4785,"CBG03309 | WBGene00026191",97.546,"CRE04138 | WBGene00057698",96.9325,NA,NA
"2646","WBGene00149545",0,0.0586980829763732,0,0,"CBN10820","CBN10820","","","F43D2.6 | WBGene00044191",94.958,"CBG04571 | WBGene00027214",95.7983,"CRE04923 | WBGene00064400",96.6387,"CJA08464 | WBGene00127668",93.2773
"2647","WBGene00149548",0.0289648884436149,0.117396165952746,0,0,"Cbn-srh-240","CBN10823","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)","srh-240 | WBGene00005447",56.4179,"Cbr-srh-240 | WBGene00045477",56.1194,"Cre-srh-240 | WBGene00057765",59.1045,NA,NA
"2648","WBGene00149551",0,0,0,0.130267123157404,"CBN10826","CBN10826","Group-specific protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2649","WBGene00149556",0,0.117396165952746,0,0.130267123157404,"CBN10831","CBN10831","Sulfatase domain-containing protein","Protein of unknown function DUF229, Alkaline-phosphatase-like, core domain superfamily",NA,NA,NA,NA,NA,NA,"CJA02168 | WBGene00121371",45.4545
"2650","WBGene00149570",0.318613772879764,0,0,0,"CBN10845","CBN10845","GATA-type domain-containing protein","Zinc finger, GATA-type, Zinc finger, NHR/GATA-type",NA,NA,NA,NA,NA,NA,NA,NA
"2651","WBGene00149571",0,0,0,0,"CBN10846","CBN10846","Triacylglycerol lipase","Lipase EstA/Esterase EstB, Alpha/Beta hydrolase fold",NA,NA,NA,NA,NA,NA,NA,NA
"2652","WBGene00149575",0,0,0,0,"CBN10850","CBN10850","","",NA,NA,NA,NA,NA,NA,NA,NA
"2653","WBGene00149576",0,0.0586980829763732,0,0,"CBN10851","CBN10851","","",NA,NA,NA,NA,NA,NA,NA,NA
"2654","WBGene00149577",0,0.0586980829763732,0,0,"CBN10852","CBN10852","Translin-associated protein X","",NA,NA,NA,NA,NA,NA,NA,NA
"2655","WBGene00149579",0,0.0880471244645598,0,0.260534246314808,"CBN10854","CBN10854","Transmembrane protein","","K06A4.2 | WBGene00010592",91.5179,"CBG19283 | WBGene00038530",98.6607,"CRE23720 | WBGene00074908",99.5536,"CJA03786 | WBGene00122990",96.4286
"2656","WBGene00149582",0,0.0586980829763732,0.134440116070219,0,"CBN10857","CBN10857","Gag-pol polyprotein","","D1014.4 | WBGene00017017",65.8915,"CBG11345 | WBGene00032475",72.8682,"CRE05487 | WBGene00053008",79.0698,NA,NA
"2657","WBGene00149583",0.11585955377446,0.469584663810985,0,0.390801369472212,"CBN10858","CBN10858","G_PROTEIN_RECEP_F3_4 domain-containing protein","","T01B11.1 | WBGene00020138",86.2637,NA,NA,"CRE20501 | WBGene00069229",92.3077,"CJA14670 | WBGene00133874",81.3187
"2658","WBGene00149584",0.11585955377446,0,0,0,"CBN10859","CBN10859","DNA-directed DNA polymerase","DNA-directed DNA polymerase, family B, mitochondria/virus, DNA/RNA polymerase superfamily",NA,NA,NA,NA,"CRE20033 | WBGene00081452",24.4131,NA,NA
"2659","WBGene00149588",0.11585955377446,0,0,0,"CBN10863","CBN10863","","",NA,NA,NA,NA,NA,NA,NA,NA
"2660","WBGene00149589",0,0.117396165952746,0.134440116070219,0,"Cbn-cut-2.2","CBN10864","","","cut-2 | WBGene00009983",71.7172,"Cbr-cut-2 | WBGene00028956",75.7576,"Cre-cut-2 | WBGene00052787",80.303,"Cjp-cut-2 | WBGene00135332",66.1616
"2661","WBGene00149590",0,0.0293490414881866,0,0,"CBN10865","CBN10865","","",NA,NA,NA,NA,NA,NA,NA,NA
"2662","WBGene00149600",0,0,0,0.130267123157404,"CBN10875","CBN10875","","",NA,NA,NA,NA,NA,NA,NA,NA
"2663","WBGene00149602",0,0,0,0,"CBN10877","CBN10877","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class v (Srv)",NA,NA,"CBG24302 | WBGene00042446",81.4371,"CRE05108 | WBGene00063771",85.0299,NA,NA
"2664","WBGene00149607",0.0579297768872298,0.234792331905493,0,0,"CBN10882","CBN10882","Phage protein","",NA,NA,"CBG24480 | WBGene00042580",30.1282,"CRE02642 | WBGene00071228",30.1282,NA,NA
"2665","WBGene00149620",0,0,0,0,"CBN10895","CBN10895","Type II toxin-antitoxin system HicA family toxin","",NA,NA,NA,NA,NA,NA,NA,NA
"2666","WBGene00149623",0,0,0,0,"CBN10898","CBN10898","","",NA,NA,NA,NA,NA,NA,NA,NA
"2667","WBGene00149625",0,0.117396165952746,0,0,"Cbn-sod-5.3","CBN10900","Superoxide dismutase [Cu-Zn]","Superoxide dismutase, copper/zinc binding domain, Superoxide dismutase, copper/zinc, binding site, Superoxide dismutase (Cu/Zn) / superoxide dismutase copper chaperone, Superoxide dismutase-like, copper/zinc binding domain superfamily","sod-5 | WBGene00007036",67.7215,"CBG00383 | WBGene00023778",90.5063,"Cre-sod-5 | WBGene00063354",81.6456,NA,NA
"2668","WBGene00149626",0,0.146745207440933,0,0,"CBN10901","CBN10901","CW domain-containing protein","C-type lectin-like, PAN-3 domain, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,"CBG24064 | WBGene00042264",19.3846,NA,NA,NA,NA
"2669","WBGene00149629",0.0579297768872298,0,0.134440116070219,0,"CBN10904","CBN10904","NUC173 domain-containing protein","Armadillo-like helical, Ribosomal RNA-processing protein 12-like, conserved domain, Armadillo-type fold","Y46E12BL.2 | WBGene00021595",90.3832,"CBG20655 | WBGene00039597",91.5101,"CRE11855 | WBGene00057531",92.0361,"CJA03375 | WBGene00122579",84.8234
"2670","WBGene00149631",0.11585955377446,0.0586980829763732,0,0,"CBN10906","CBN10906","CCDC144C domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2671","WBGene00149633",0,0.322839456370052,0,0.521068492629616,"CBN10908","CBN10908","Fibrinogen C-terminal domain-containing protein","",NA,NA,"CBG12899 | WBGene00033766",30.3571,"CRE10740 | WBGene00078643",39.881,NA,NA
"2672","WBGene00149640",0,0,0,0,"CBN10915","CBN10915","Serine carboxypeptidase","Peptidase S10, serine carboxypeptidase, Alpha/Beta hydrolase fold, Serine carboxypeptidases, histidine active site","ctsa-3.2 | WBGene00007462",66.3366,"Cbr-ctsa-3.2 | WBGene00034143",79.2079,"CRE02042 | WBGene00053747",72.2772,"Cjp-ctsa-3.2 | WBGene00121211",45.5446
"2673","WBGene00149644",0.202754219105304,0,0,0,"CBN10919","CBN10919","Acyl-CoA_dh_1 domain-containing protein","Acyl-CoA dehydrogenase/oxidase C-terminal, Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily, Acyl-CoA dehydrogenase-like, C-terminal, Acyl-CoA oxidase/dehydrogenase, middle domain superfamily","acdh-9 | WBGene00017874",86.2069,"Cbr-acdh-9 | WBGene00029279",88.1773,"Cre-acdh-9 | WBGene00060682",88.1773,"CJA39730 | WBGene00215577",29.064
"2674","WBGene00149646",0.0289648884436149,0,0,0,"CBN10921","CBN10921","","Ribonucleotide reductase small subunit family",NA,NA,NA,NA,"CRE12169 | WBGene00055255",76.3473,NA,NA
"2675","WBGene00149648",0.0579297768872298,0.469584663810985,0,0,"CBN10923","CBN10923","NR LBD domain-containing protein","Nuclear hormone receptor, ligand-binding domain, Nuclear hormone receptor-like domain superfamily","nhr-222 | WBGene00020750",66.8449,"Cbr-nhr-222 | WBGene00024595",68.4492,"Cre-nhr-222.1 | WBGene00080982",72.7273,NA,NA
"2676","WBGene00149649",0,0.17609424892912,0.134440116070219,0.260534246314808,"Cbn-srt-2","CBN10924","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)","srt-2 | WBGene00021568",65.0568,NA,NA,"CRE08842 | WBGene00075245",21.875,"CJA31500 | WBGene00207347",18.75
"2677","WBGene00149650",0.0579297768872298,0,0,0,"CBN10925","CBN10925","DZF domain-containing protein","DZF domain",NA,NA,NA,NA,NA,NA,NA,NA
"2678","WBGene00149652",0,0.117396165952746,0,0,"CBN10927","CBN10927","VbhA domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2679","WBGene00149653",0.173789330661689,0.0293490414881866,0.268880232140437,0,"CBN10928","CBN10928","Serine/arginine repetitive matrix protein 2","",NA,NA,NA,NA,NA,NA,NA,NA
"2680","WBGene00149666",0.0289648884436149,0,0,0,"CBN10941","CBN10941","","",NA,NA,NA,NA,NA,NA,NA,NA
"2681","WBGene00149668",0.0579297768872298,0.0880471244645598,0.134440116070219,0,"CBN10943","CBN10943","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class e (Sre)","C54C6.4 | WBGene00008286",57.947,"CBG09758 | WBGene00031285",57.2848,"CRE25155 | WBGene00085191",45.0331,"CJA17107 | WBGene00136311",29.8013
"2682","WBGene00149670",0.0579297768872298,0,0,0,"CBN10945","CBN10945","THAP-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2683","WBGene00149678",0.0579297768872298,0.146745207440933,0,0,"CBN10953","CBN10953","TSPc domain-containing protein","Protein of unknown function DUF684",NA,NA,"CBG22610 | WBGene00041134",75.1351,"CRE02524 | WBGene00067946",78.3784,NA,NA
"2684","WBGene00149686",0.0868946653308446,0.205443290417306,0.134440116070219,0,"CBN10961","CBN10961","","",NA,NA,NA,NA,NA,NA,NA,NA
"2685","WBGene00149687",0,0,0,0.260534246314808,"CBN10962","CBN10962","DUF4393 domain-containing protein","Protein of unknown function DUF684",NA,NA,NA,NA,NA,NA,NA,NA
"2686","WBGene00149689",0,0,0,0.260534246314808,"CBN10964","CBN10964","RING-type domain-containing protein","Zinc finger, RING-type, Zinc finger, RING/FYVE/PHD-type, Zinc finger, RING-type, conserved site, Zinc finger, RING-type, eukaryotic",NA,NA,NA,NA,"CRE10565 | WBGene00068968",22.6994,NA,NA
"2687","WBGene00149695",0,0,0,0,"Cbn-sre-3.2","CBN10970","Serpentine Receptor, class E (Epsilon)","7TM GPCR, serpentine receptor class e (Sre)","sre-3 | WBGene00015568",78.8344,"Cbr-sre-3 | WBGene00033963",87.4233,"Cre-sre-3 | WBGene00054340",90.7975,NA,NA
"2688","WBGene00149696",0,0.0293490414881866,0,0,"Cbn-nlp-22","CBN10971","Secreted metalloprotease","",NA,NA,"Cbr-nlp-22 | WBGene00088193",38.7097,"CRE21555 | WBGene00071054",43.0108,NA,NA
"2689","WBGene00149697",0.11585955377446,0.117396165952746,0.134440116070219,0,"CBN10972","CBN10972","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,"CBG19192 | WBGene00038455",40.5109,"CRE19338 | WBGene00078833",28.8321,NA,NA
"2690","WBGene00149698",0,0,0,0,"CBN10973","CBN10973","","Macro domain-like",NA,NA,NA,NA,"CRE17729 | WBGene00072957",32.4056,NA,NA
"2691","WBGene00149702",0,0,0,0,"CBN10977","CBN10977","","",NA,NA,NA,NA,NA,NA,NA,NA
"2692","WBGene00149709",0,0,0,0,"CBN10984","CBN10984","Cadherin domain-containing protein","","ZK622.5 | WBGene00044667",84.153,"CBG02365 | WBGene00025431",87.9781,"CRE11756 | WBGene00057400",81.4208,"CJA15657 | WBGene00134861",77.0492
"2693","WBGene00149710",0.0579297768872298,0.205443290417306,0.134440116070219,0.260534246314808,"CBN10985","CBN10985","Transmembrane protein","","F11A5.15 | WBGene00008680",52.551,"CBG04879 | WBGene00027475",72.449,"CRE05091 | WBGene00063747",75.5102,NA,NA
"2694","WBGene00149717",0,0,0.134440116070219,0,"CBN10992","CBN10992","MFS domain-containing protein","Major facilitator,  sugar transporter-like, Major facilitator superfamily domain, MFS transporter superfamily, Glucose transporter GLUT","Y39E4B.5 | WBGene00012716",78.0591,"CBG02274 | WBGene00025354",77.2152,"CRE11719 | WBGene00057478",76.5823,"CJA17288 | WBGene00136493",66.4557
"2695","WBGene00149723",0.260683995992534,0,0.134440116070219,0,"CBN10998","CBN10998","MULE domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2696","WBGene00149724",0,0,0,0,"CBN10999","CBN10999","Amino acid transporter","Sodium:dicarboxylate symporter, Sodium:dicarboxylate symporter superfamily",NA,NA,"Cbr-glt-5 | WBGene00024341",87.703,"CRE28907 | WBGene00069840",87.239,"CJA41775 | WBGene00217623",49.42
"2697","WBGene00149728",0.173789330661689,0.0586980829763732,0.134440116070219,0.260534246314808,"Cbn-srv-26","CBN11003","CBN-SRV-26 protein","7TM GPCR, serpentine receptor class v (Srv)","srv-26 | WBGene00005737",60.9756,"Cbr-srv-26 | WBGene00303326",64.0244,NA,NA,NA,NA
"2698","WBGene00149731",0,0.0586980829763732,0,0,"CBN11006","CBN11006","NAC domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2699","WBGene00149737",0,0,0,0,"CBN11012","CBN11012","","",NA,NA,NA,NA,NA,NA,NA,NA
"2700","WBGene00149740",0,0,0,0,"CBN11015","CBN11015","","",NA,NA,NA,NA,NA,NA,NA,NA
"2701","WBGene00149742",0,0.17609424892912,0,0,"CBN11017","CBN11017","","",NA,NA,NA,NA,NA,NA,NA,NA
"2702","WBGene00149744",0.289648884436149,0,0,0,"CBN11019","CBN11019","Histone H3","Histone H3/CENP-A, Histone H2A/H2B/H3, Histone-fold",NA,NA,NA,NA,NA,NA,NA,NA
"2703","WBGene00149747",0,0.0293490414881866,0.134440116070219,0,"CBN11022","CBN11022","O-phosphoseryl-tRNA(Sec) selenium transferase","SepSecS/SepCysS family, Pyridoxal phosphate-dependent transferase, major domain, Pyridoxal phosphate-dependent transferase, O-phosphoseryl-tRNA(Sec) selenium transferase","secs-1 | WBGene00008379",90.1333,"Cbr-secs-1 | WBGene00031251",90.4,"Cre-secs-1 | WBGene00068959",90.9333,"Cjp-secs-1 | WBGene00128770",81.0667
"2704","WBGene00149750",0.811016876421217,0,0,0,"CBN11025","CBN11025","DUF4110 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2705","WBGene00149756",0.318613772879764,0,0,0,"CBN11031","CBN11031","","",NA,NA,NA,NA,NA,NA,NA,NA
"2706","WBGene00149760",0,0,0,0.130267123157404,"CBN11035","CBN11035","Dimer_Tnp_hAT domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2707","WBGene00149761",0,0,0,0,"CBN11036","CBN11036","TMhelix containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2708","WBGene00149762",0,0,0,0,"CBN11037","CBN11037","Coiled-coil domain-containing protein","","T05F1.15 | WBGene00194656",59.7826,NA,NA,"CRE08020 | WBGene00079895",68.4783,NA,NA
"2709","WBGene00149763",0.144824442218074,0.117396165952746,0,0,"CBN11038","CBN11038","C2H2-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2710","WBGene00149768",0.608262657315912,0,0,0,"CBN11043","CBN11043","G_PROTEIN_RECEP_F1_2 domain-containing protein","","Y62H9A.10 | WBGene00013398",83.1276,"CBG15559 | WBGene00035760",86.4198,"CRE05936 | WBGene00051013",86.0082,"CJA19270 | WBGene00138474",43.2099
"2711","WBGene00149769",0.0579297768872298,0,0,0,"CBN11044","CBN11044","SPK domain-containing protein","Turkey astrovirus capsid protein",NA,NA,NA,NA,NA,NA,NA,NA
"2712","WBGene00149771",0,0,0,0,"CBN11046","CBN11046","","",NA,NA,NA,NA,NA,NA,NA,NA
"2713","WBGene00149774",0,0,0.134440116070219,0,"CBN11049","CBN11049","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)","srh-104 | WBGene00005323",42.7729,"Cbr-srh-95 | WBGene00027545",53.9823,"CRE09059 | WBGene00063624",56.3422,NA,NA
"2714","WBGene00149776",0.0579297768872298,0.0586980829763732,0,0,"CBN11051","CBN11051","Smr domain-containing protein","Smr domain, Smr domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2715","WBGene00149779",0,0,0,0,"CBN11054","CBN11054","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species",NA,NA,NA,NA,"CRE23427 | WBGene00083157",19.6721,NA,NA
"2716","WBGene00149780",0,0,0,0,"CBN11055","CBN11055","CUB_2 domain-containing protein","CUB-like domain",NA,NA,NA,NA,"CRE13072 | WBGene00079385",27.4021,NA,NA
"2717","WBGene00149782",0,0,0,0,"CBN11057","CBN11057","","Major royal jelly protein/protein yellow",NA,NA,NA,NA,NA,NA,NA,NA
"2718","WBGene00149806",0.173789330661689,0,0,0,"CBN11081","CBN11081","Mucin-5AC-like","",NA,NA,NA,NA,NA,NA,NA,NA
"2719","WBGene00149808",0,0.469584663810985,0,0.260534246314808,"CBN11083","CBN11083","Sulfatase domain-containing protein","Protein of unknown function DUF229, Alkaline-phosphatase-like, core domain superfamily","T07G12.3 | WBGene00011594",57.0455,"CBG22535 | WBGene00041073",48.6364,NA,NA,"CJA02168 | WBGene00121371",46.5909
"2720","WBGene00149816",0,0,0,0,"CBN11091","CBN11091","RING-type domain-containing protein","Zinc finger, RING-type, Zinc finger, RING/FYVE/PHD-type, Zinc finger, RING-type, conserved site",NA,NA,NA,NA,NA,NA,NA,NA
"2721","WBGene00149817",0,0.17609424892912,0,0.521068492629616,"CBN11092","CBN11092","Tyrosine-protein phosphatase domain-containing protein","Tyrosine-specific protein phosphatase, PTPase domain, Tyrosine-specific protein phosphatases domain, Protein-tyrosine phosphatase, catalytic, Protein-tyrosine phosphatase-like",NA,NA,NA,NA,NA,NA,"CJA11899 | WBGene00131103",36.4146
"2722","WBGene00149819",0,0,0,0,"CBN11094","CBN11094","Aldo/keto reductase","Aldo/keto reductase, conserved site, NADP-dependent oxidoreductase domain superfamily","ZC443.1 | WBGene00013896",79.3651,"CBG08596 | WBGene00030356",87.3016,"CRE27480 | WBGene00052639",84.127,"CJA07641 | WBGene00126845",57.1429
"2723","WBGene00149824",0,0,0,0,"CBN11099","CBN11099","","","F08G2.8 | WBGene00008579",80.3347,"CBG20682 | WBGene00039620",86.6109,"CRE11840 | WBGene00057555",89.5397,NA,NA
"2724","WBGene00149826",0,0.352188497858239,0,0,"CBN11101","CBN11101","T-box domain-containing protein","T-box transcription factor, p53-like transcription factor, DNA-binding domain superfamily, T-box superfamily, T-box transcription factor, DNA-binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"2725","WBGene00149842",0.666192434203142,0,0.134440116070219,0,"CBN11117","CBN11117","","",NA,NA,NA,NA,NA,NA,NA,NA
"2726","WBGene00149843",0,0,0,0,"CBN11118","CBN11118","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"CBG06305 | WBGene00028603",74,"CRE18539 | WBGene00058078",78.2857,NA,NA
"2727","WBGene00149844",0,0,0,0,"CBN11119","CBN11119","Col_cuticle_N domain-containing protein","Nematode cuticle collagen, N-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"2728","WBGene00149845",0.144824442218074,0.146745207440933,0.268880232140437,0.260534246314808,"CBN11120","CBN11120","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2729","WBGene00149849",0.0868946653308446,0.117396165952746,0.403320348210656,0.260534246314808,"CBN11124","CBN11124","Glycosyltransferase family 92 protein","Glycosyltransferase family 92",NA,NA,NA,NA,NA,NA,NA,NA
"2730","WBGene00149851",0,0,0,0,"CBN11126","CBN11126","Calpain_III domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2731","WBGene00149856",0.0579297768872298,0,0.134440116070219,0,"CBN11131","CBN11131","CBN-TYR-3 protein","Tyrosinase copper-binding domain, ShKT domain, Di-copper centre-containing domain superfamily","tyr-3 | WBGene00009001",88.4176,"Cbr-tyr-3 | WBGene00040579",88.4176,"Cre-tyr-3 | WBGene00071827",89.2333,"Cjp-tyr-3 | WBGene00137527",75.0408
"2732","WBGene00149860",0,0,0,0,"CBN11135","CBN11135","Saposin B-type domain-containing protein","","W05B10.3 | WBGene00012278",63.2653,"CBG08549 | WBGene00030315",66.3265,"CRE27456 | WBGene00052591",70.4082,NA,NA
"2733","WBGene00149865",0,0,0,0,"Cbn-sre-44.1","CBN11140","CBN-SRE-44 protein","7TM GPCR, serpentine receptor class e (Sre)","sre-44 | WBGene00012329",73.9612,"Cbr-sre-44 | WBGene00039672",77.5623,"Cre-sre-44 | WBGene00057629",78.6704,"CJA37535 | WBGene00213382",32.133
"2734","WBGene00149869",0,0,0,0,"CBN11144","CBN11144","VWFA domain-containing protein","von Willebrand factor, type A, von Willebrand factor A-like domain superfamily","F31F7.2 | WBGene00017965",83.165,"CBG18899 | WBGene00038209",85.1852,"CRE30864 | WBGene00052125",86.3636,"CJA03680 | WBGene00122884",57.4074
"2735","WBGene00149871",0,0,0,0,"CBN11146","CBN11146","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)","ZC443.7 | WBGene00077562",62.963,NA,NA,"CRE27166 | WBGene00052638",86.532,NA,NA
"2736","WBGene00149872",0.0579297768872298,0.117396165952746,0,0.260534246314808,"CBN11147","CBN11147","Transmembrane protein","",NA,NA,"CBG26430 | WBGene00087844",43.7186,"CRE13552 | WBGene00084869",45.2261,NA,NA
"2737","WBGene00149879",0,0,0,0,"CBN11154","CBN11154","","",NA,NA,NA,NA,NA,NA,NA,NA
"2738","WBGene00149881",0.318613772879764,0.528282746787359,0.134440116070219,0,"CBN11156","CBN11156","ShKT domain-containing protein","ShKT domain","M01H9.2 | WBGene00019718",85.3659,"CBG01687 | WBGene00024885",88.9135,"CRE19642 | WBGene00062846",90.4656,"CJA12526 | WBGene00131730",52.7716
"2739","WBGene00149882",0,0,0,0,"CBN11157","CBN11157","Trehalase","Six-hairpin glycosidase-like superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2740","WBGene00149887",0,0.0586980829763732,0,0,"CBN11162","CBN11162","Alpha-2-MRAP_C domain-containing protein","Alpha-2-macroglobulin RAP, C-terminal, RAP domain superfamily, Alpha-2-macroglobulin receptor-associated protein","C15C8.4 | WBGene00007606",80.6548,"CBG08577 | WBGene00030339",83.9286,"CRE27466 | WBGene00052615",86.6071,"CJA04633 | WBGene00123837",59.5238
"2741","WBGene00149888",0,0,0,0,"Cbn-srh-39","CBN11163","CBN-SRH-39 protein","7TM GPCR, serpentine receptor class h (Srh)","srh-39 | WBGene00005262",71.4932,"Cbr-srh-39 | WBGene00033817",79.638,"Cre-srh-39.1 | WBGene00065159",62.4434,"Cjp-srh-39 | WBGene00135163",70.1357
"2742","WBGene00149890",0,0,0,0,"CBN11165","CBN11165","G protein-coupled receptor","7TM GPCR, serpentine chemoreceptor class i (Sri)",NA,NA,NA,NA,"CRE09024 | WBGene00063673",34.7826,NA,NA
"2743","WBGene00149892",0.0579297768872298,0.704376995716478,0.134440116070219,0,"CBN11167","CBN11167","UDG domain-containing protein","",NA,NA,"CBG05882 | WBGene00028245",21.374,"CRE05225 | WBGene00068653",51.145,NA,NA
"2744","WBGene00149893",0,0,0,0,"CBN11168","CBN11168","ATP synthase-coupling factor 6, mitochondrial","",NA,NA,NA,NA,NA,NA,NA,NA
"2745","WBGene00149896",0,0.0586980829763732,0,0,"CBN11171","CBN11171","","",NA,NA,NA,NA,NA,NA,NA,NA
"2746","WBGene00149899",0,0,0,0,"CBN11174","CBN11174","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,"Cbr-srz-29 | WBGene00034459",44.012,"CRE16980 | WBGene00078257",46.1078,NA,NA
"2747","WBGene00149905",0.144824442218074,0.293490414881866,0,0,"CBN11180","CBN11180","Paralemmin-1","",NA,NA,NA,NA,NA,NA,NA,NA
"2748","WBGene00149919",0,0,0,0,"CBN11194","CBN11194","SUZ domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2749","WBGene00149920",0,0,0,0,"CBN11195","CBN11195","DDE Tnp4 domain-containing protein","Harbinger transposase-derived nuclease domain",NA,NA,NA,NA,"CRE23869 | WBGene00083964",31.3869,"CJA39240 | WBGene00215087",34.6715
"2750","WBGene00149921",0.289648884436149,0.469584663810985,0,0,"CBN11196","CBN11196","Arrestin_C domain-containing protein","Arrestin-like, N-terminal, Arrestin C-terminal-like domain, Arrestin-like, C-terminal, Immunoglobulin E-set",NA,NA,NA,NA,NA,NA,NA,NA
"2751","WBGene00149924",0,0.0586980829763732,0,0,"CBN11199","CBN11199","","",NA,NA,NA,NA,NA,NA,NA,NA
"2752","WBGene00149925",0,0.0586980829763732,0,0.65133561578702,"CBN11200","CBN11200","Protein kinase domain-containing protein","Protein kinase domain, Protein kinase-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2753","WBGene00149933",0,0.0586980829763732,0,0,"CBN11208","CBN11208","AA_permease domain-containing protein","Amino acid permease/ SLC12A domain",NA,NA,NA,NA,NA,NA,NA,NA
"2754","WBGene00149935",0,0.0586980829763732,0,0,"CBN11210","CBN11210","PL48 domain-containing protein","RIPOR family member 3, FAM65, N-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"2755","WBGene00149939",0,0,0,0,"Cbn-sorb-1.2","CBN11214","Sorbin and SH3 domain-containing protein 1","SH3 domain, SH3-like domain superfamily","sorb-1 | WBGene00012891",69.8413,"Cbr-sorb-1 | WBGene00040942",71.6931,"Cre-sorb-1.4 | WBGene00072565",73.0159,NA,NA
"2756","WBGene00149941",0,0,0,0,"CBN11216","CBN11216","","",NA,NA,NA,NA,NA,NA,NA,NA
"2757","WBGene00149945",0.724122211090372,0.0586980829763732,0.134440116070219,0,"CBN11220","CBN11220","Transcriptional regulator","",NA,NA,NA,NA,NA,NA,NA,NA
"2758","WBGene00149946",0.492403103541453,0.205443290417306,0,0,"CBN11221","CBN11221","SEA domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2759","WBGene00149954",0,0,0,0,"CBN11229","CBN11229","","",NA,NA,NA,NA,NA,NA,NA,NA
